PGPGRP,CTPPGD,PGPRDC,PGDESC,TOTAV01
4108 ,Empire Hearth Products        ,DVCP32BP70N3                       ,"NG 32"" DV IP CLEAN FACE FPLC  ",.00                      
4108 ,Empire Hearth Products        ,DVCP32BP70P3                       ,"LP 32"" DV IP CLEAN FACE FPLC  ",.00                      
4108 ,Empire Hearth Products        ,DVCP36BP30N3                       ,"NG 36"" DV MV CLN FACE FPLC    ",5.00                     
4108 ,Empire Hearth Products        ,DVCP36BP30P3                       ,"LP 36"" DV MV CLEAN FACE FPLC  ",1.00                     
4108 ,Empire Hearth Products        ,DVCP36BP70N3                       ,"NG 36"" DV IP CLEAN FACE FPLC  ",.00                      
4108 ,Empire Hearth Products        ,DVCP36BP70P3                       ,"LP 36"" DV IP CLEAN FACE FPLC  ",.00                      
4108 ,Empire Hearth Products        ,DVCP36PP30P                        ,"LP 36""DV MV CLN FC PEN FPLC SB",.00                      
4108 ,Empire Hearth Products        ,DVCP36SP30N                        ,"NG 36""DV MV CLN FC S/T FPLC SB",2.00                     
4108 ,Empire Hearth Products        ,DVCP36SP30P                        ,"LP 36""DV MV CLN FC S/T FPLC SB",.00                      
4108 ,Empire Hearth Products        ,DVCP36SP70N                        ,"NG 36""DV IP CLN FC S/T FPLC SB",2.00                     
4108 ,Empire Hearth Products        ,DVCP36SP70P                        ,"LP 36""DV IP CLN FC S/T FPLC SB",.00                      
4108 ,Empire Hearth Products        ,DVCP42BP30N3                       ,"NG 42"" DV MV CLEAN FACE FPLC  ",2.00                     
4108 ,Empire Hearth Products        ,DVCP42BP30P3                       ,"LP 42"" DV MV CLEAN FACE FPLC  ",2.00                     
4108 ,Empire Hearth Products        ,DVCP42BP70N3                       ,"NG 42"" IP MV CLEAN FACE FPLC  ",4.00                     
4108 ,Empire Hearth Products        ,DVCP42BP70P3                       ,"LP 42"" IP MV CLEAN FACE FPLC  ",.00                      
4108 ,Empire Hearth Products        ,DVCTL60CFP95N                      ,NG DV LINEAR MCKINLEY FPLACE  ,3.00                     
4108 ,Empire Hearth Products        ,DVCT30CBN95N                       ,NG DV IPIFF CF TRUFLAME INSERT,1.00                     
4108 ,Empire Hearth Products        ,DVCT30CBN95P                       ,LP DV IPIFF CF TRUFLAME INSERT,2.00                     
4108 ,Empire Hearth Products        ,DVCT35CBN95N                       ,NG DV IPIFF CF TRUFLAME INSERT,2.00                     
4108 ,Empire Hearth Products        ,DVCT35CBN95P                       ,LP DV IPIFF CF TRUFLAME INSERT,2.00                     
4108 ,Empire Hearth Products        ,DVCT36CBP95N                       ,NG DV IPIFF CLEAN FACE TRUFLAM,4.00                     
4108 ,Empire Hearth Products        ,DVCT36CBP95P                       ,LP DV IPIFF CLEAN FACE TRUFLAM,4.00                     
4108 ,Empire Hearth Products        ,DVCT40CBP95N                       ,NG DV IPIFF CLEAN FACE TRUFLAM,4.00                     
4108 ,Empire Hearth Products        ,DVCT40CBP95P                       ,LP DV IPIFF CLEAN FACE TRUFLAM,2.00                     
4108 ,Empire Hearth Products        ,DVCT40CSP95N                       ,NG DV SEE THRU RUSHM CL FPLACE,1.00                     
4108 ,Empire Hearth Products        ,DVCT40CSP95P                       ,LP DV SEE THRU RUSHM CL FPLACE,1.00                     
4108 ,Empire Hearth Products        ,DVCT50CBP95N                       ,NG DV IPIFF CLEAN FACE TRUFLAM,1.00                     
4108 ,Empire Hearth Products        ,DVCT50CBP95P                       ,LP DV IPIFF CLEAN FACE TRUFLAM,1.00                     
4108 ,Empire Hearth Products        ,DVCX36FP30N                        ,"NG 36"" DV MV CLEAN FACE FPLC  ",2.00                     
4108 ,Empire Hearth Products        ,DVCX36FP30P                        ,"LP 36"" DV MV CLEAN FACE FPLC  ",2.00                     
4108 ,Empire Hearth Products        ,DVCX36FP70N                        ,"NG 36"" DV IP CLEAN FACE FPLC  ",.00                      
4108 ,Empire Hearth Products        ,DVCX36FP70P                        ,"LP 36"" DV IP CLEAN FACE FPLC  ",.00                      
4108 ,Empire Hearth Products        ,DVCX36FP91N                        ,NG LUXURY CF DV MF BLWR/LGHT  ,2.00                     
4108 ,Empire Hearth Products        ,DVCX36FP91P                        ,LP LUXURY CF DV MF BLWR/LGHT  ,3.00                     
4108 ,Empire Hearth Products        ,DVCX42FP30N                        ,"NG 42"" DV MV CLEAN FACE FPLC  ",2.00                     
4108 ,Empire Hearth Products        ,DVCX42FP30P                        ,"LP 42"" DV MV CLEAN FACE FPLC  ",.00                      
4108 ,Empire Hearth Products        ,DVCX42FP70N                        ,"NG 42"" DV IP CLEAN FACE FPLC  ",.00                      
4108 ,Empire Hearth Products        ,DVCX42FP70P                        ,"LP 42"" DV IP CLEAN FACE FPLC  ",.00                      
4108 ,Empire Hearth Products        ,DVCX42FP91N                        ,NG LUXURY CF DV MF BLWR/LGHT  ,2.00                     
4108 ,Empire Hearth Products        ,DVCX42FP91P                        ,LP LUXURY CF DV MF BLWR/LGHT  ,.00                      
4108 ,Empire Hearth Products        ,DVC20IN31N                         ,SM NG CF MV INSERT/BLWR       ,.00                      
4108 ,Empire Hearth Products        ,DVC20IN31P                         ,SM LP CF MV INSERT/BLWR       ,3.00                     
4108 ,Empire Hearth Products        ,DVC20IN71N                         ,SM NG CF IP INSERT/BLWR       ,4.00                     
4108 ,Empire Hearth Products        ,DVC20IN71P                         ,SM LP CF IP INSERT/BLWR       ,1.00                     
4108 ,Empire Hearth Products        ,DVC26IN31N                         ,MED NG CF MV INSERT/BLWR      ,3.00                     
4108 ,Empire Hearth Products        ,DVC26IN31P                         ,MED LP CF MV INSERT/BLWR      ,.00                      
4108 ,Empire Hearth Products        ,DVC26IN71N                         ,MED NG CF IP INSERT/BLWR      ,5.00                     
4108 ,Empire Hearth Products        ,DVC26IN71P                         ,MED LP CF IP INSERT/BLWR      ,1.00                     
4108 ,Empire Hearth Products        ,DVC28IN31N                         ,LG NG CF MV INSERT/BLWR       ,9.00                     
4108 ,Empire Hearth Products        ,DVC28IN31P                         ,LG LP CF MV INSERT/BLWR       ,6.00                     
4108 ,Empire Hearth Products        ,DVC28IN71N                         ,LG NG CF IP INSERT/BLWR       ,-1.00                    
4108 ,Empire Hearth Products        ,DVC28IN71P                         ,LG LP CF IP INSERT/BLWR       ,2.00                     
4108 ,Empire Hearth Products        ,DVD-32-FP31N                       ,NG 18K DLX D/V F/PLC MV W/BLWR,.00                      
4108 ,Empire Hearth Products        ,DVD-32-FP31P                       ,LP 18K DLX D/V F/PLC MV W/BLWR,.00                      
4108 ,Empire Hearth Products        ,DVD-32-FP70N                       ,NG 18K DLX D/V F/PLC IP       ,.00                      
4108 ,Empire Hearth Products        ,DVD-32-FP70P                       ,LP 18K DLX D/V F/PLC IP       ,.00                      
4108 ,Empire Hearth Products        ,DVD-32-FP71N                       ,NG 18K DLX D/V F/PLC IP W/BLWR,.00                      
4108 ,Empire Hearth Products        ,DVD-32-FP71P                       ,LP 18K DLX D/V F/PLC IP W/BLWR,.00                      
4108 ,Empire Hearth Products        ,DVD-36-FP31N                       ,NG 20K DLX D/V F/PLC MV W/BLWR,.00                      
4108 ,Empire Hearth Products        ,DVD-36-FP31P                       ,LP 20K DLX D/V F/PLC MV W/BLWR,.00                      
4108 ,Empire Hearth Products        ,DVD-36-FP70N                       ,NG 20K DLX D/V F/PLC IP       ,.00                      
4108 ,Empire Hearth Products        ,DVD-36-FP70P                       ,LP 20K DLX D/V F/PLC IP       ,.00                      
4108 ,Empire Hearth Products        ,DVD-36-FP71N                       ,NG 20K DLX D/V F/PLC IP W/BLWR,.00                      
4108 ,Empire Hearth Products        ,DVD-36-FP71P                       ,LP 20K DLX D/V F/PLC IP W/BLWR,.00                      
4108 ,Empire Hearth Products        ,DVD-42-FP31N                       ,NG 25K DLX D/V F/PLC MV W/BLWR,.00                      
4108 ,Empire Hearth Products        ,DVD-42-FP31P                       ,LP 25K DLX D/V F/PLC MV W/BLWR,.00                      
4108 ,Empire Hearth Products        ,DVD-42-FP70N                       ,NG 25K DLX D/V F/PLC IP       ,.00                      
4108 ,Empire Hearth Products        ,DVD-42-FP70P                       ,LP 25K DLX D/V F/PLC IP       ,.00                      
4108 ,Empire Hearth Products        ,DVD-42-FP71N                       ,NG 25K DLX D/V F/PLC IP W/BLWR,.00                      
4108 ,Empire Hearth Products        ,DVD-42-FP71P                       ,LP 25K DLX D/V F/PLC IP W/BLWR,.00                      
4108 ,Empire Hearth Products        ,DVD-48-FP30N                       ,NG 28K DLX DV F/PLC M/V       ,.00                      
4108 ,Empire Hearth Products        ,DVD-48-FP30P                       ,LP 28K DLX DV F/PLC M/V       ,.00                      
4108 ,Empire Hearth Products        ,DVD-48-FP31N                       ,NG 28K DLX D/V F/PLC MV W/BLWR,.00                      
4108 ,Empire Hearth Products        ,DVD-48-FP31P                       ,LP 28K DLX D/V F/PLC MV W/BLWR,.00                      
4108 ,Empire Hearth Products        ,DVD-48-FP70N                       ,NG 28K DLX D/V F/PLC IP       ,.00                      
4108 ,Empire Hearth Products        ,DVD-48-FP70P                       ,LP 28K DLX D/V F/PLC IP       ,.00                      
4108 ,Empire Hearth Products        ,DVD-48-FP71N                       ,NG 28K DLX D/V F/PLC IP W/BLWR,.00                      
4108 ,Empire Hearth Products        ,DVD-48-FP71P                       ,LP 28K DLX D/V F/PLC IP W/BLWR,.00                      
4108 ,Empire Hearth Products        ,DVD32FP30N                         ,NG 18K DLX D/V FIREPLACE M/V  ,8.00                     
4108 ,Empire Hearth Products        ,DVD32FP30P                         ,LP 18K DLX D/V FIREPLACE M/V  ,5.00                     
4108 ,Empire Hearth Products        ,DVD36FP30N                         ,NG 20K DLX D/V FIREPLACE M/V~ ,9.00                     
4108 ,Empire Hearth Products        ,DVD36FP30P                         ,LP 20K DLX D/V FIREPLACE M/V  ,1.00                     
4108 ,Empire Hearth Products        ,DVD42FP30N                         ,NG 25K DLX D/V FIREPLACE M/V~ ,2.00                     
4108 ,Empire Hearth Products        ,DVD42FP30P                         ,LP 25K DLX D/V FIREPLACE M/V  ,1.00                     
4108 ,Empire Hearth Products        ,DVG2MBL                            ,MISSION LOUVER BLACK DVD36    ,.00                      
4108 ,Empire Hearth Products        ,DVL-25IN-33N                       ,NG SM DV MV LIN/BLW LOFT *****,.00                      
4108 ,Empire Hearth Products        ,DVL-25IN-33P                       ,LP SM DV MV LIN/BLW LOFT *****,.00                      
4108 ,Empire Hearth Products        ,DVL-25IN-73N                       ,NG SM DV IMT LINR/BLW LOFT****,.00                      
4108 ,Empire Hearth Products        ,DVLL36BP92N                        ,NG DV LINEAR BLVD FPLC        ,1.00                     
4108 ,Empire Hearth Products        ,DVLL36BP92P                        ,LP DV LINEAR BLVD FPLC        ,.00                      
4108 ,Empire Hearth Products        ,DVLL48BP92N                        ,NG DV LINEAR BLVD FPLC        ,6.00                     
4108 ,Empire Hearth Products        ,DVLL48BP92P                        ,LP DV LINEAR BLVD FPLC        ,1.00                     
4108 ,Empire Hearth Products        ,DVLL48SP90N                        ,NG DV LINEAR BLVD S/T FPLC    ,2.00                     
4108 ,Empire Hearth Products        ,DVLL48SP90P                        ,LP DV LINEAR BLVD S/T FPLC    ,.00                      
4108 ,Empire Hearth Products        ,DVLL60BP90N                        ,NG DV LINEAR BLVD FPLACE      ,6.00                     
4108 ,Empire Hearth Products        ,DVLL60BP90P                        ,LP DV LINEAR BLVD FPLACE      ,4.00                     
4108 ,Empire Hearth Products        ,DVLL72BP90N                        ,NG DV LINEAR BLVD FPLACE      ,2.00                     
4108 ,Empire Hearth Products        ,DVLL72BP90P                        ,LP DV LINEAR BLVD FPLC        ,1.00                     
4108 ,Empire Hearth Products        ,DVLXG75BP90N                       ,NG DV PLAZA FPLC MF REMOTE    ,.00                      
4108 ,Empire Hearth Products        ,DVLXG75SP90N                       ,NG DV S/T PLAZA FPLC MF REMOTE,.00                      
4108 ,Empire Hearth Products        ,DVL36BP30N                         ,"NG 36"" LOFT DV FIREPLACE, MV  ",.00                      
